	chart	title	artist	weeks	rank	query_week	lyrics
173	pop-songs	Roses	The Chainsmokers Featuring Rozes	25.0	14.0	2016-04-09	"Take it slow, but it's not typical
He already knows that my love is fire
His heart was a stone, but then his hands roam
I turned him to gold and it took him higher

Oh, I'll be your daydream, I'll wear your favorite things
We could be beautiful
Get drunk on the good life, I'll take you to paradise
Say you'll never let me go

Deep in my bones, I can feel you
Take me back to a time only we knew
Hideaway
We could waste the night with an old film
...


(1409614428508)"
174	pop-songs	One Call Away	Charlie Puth	20.0	19.0	2016-04-09	"I'm only one call away
I'll be there to save the day
Superman got nothing on me
I'm only one call away

Call me, baby, if you need a friend
I just wanna give you love
C'mon, c'mon, c'mon
Reaching out to you, so take a chance

No matter where you go, know you're not alone
I'm only one call away

I'll be there to save the day
Superman got nothing on me
...


(1409614428508)"
175	pop-songs	Stone Cold	Demi Lovato	2.0	36.0	2016-04-09	"Stone cold
Stone cold
You see me standing
But i'm dying on the floor
Stone cold
Stone cold
Maybe if I don't cry
I won't feel it anymore
Stone cold, baby
God knows I tried to feel
Happy for you

Know that I am
Even if I can't understand
I'll take the pain
Give me the truth
Me and my heart we'll make it through
...


(1409614428508)"
176	pop-songs	Coming Over	Dillon Francis & Kygo Featuring James Hersey	2.0	40.0	2016-04-09	"Is it alright if I come round
Is it too late if I come now
Would you stay up to figure this out
Some way
If I stay here would you come back
If I stay cool would you be mad
Would you want me if I want you
That way

'Cause all I can think about is coming over, coming over
All I can think about is coming over, coming over
All I can think about is coming over, coming oh, coming over

Isn't it strange?
Oh, oh, oh, oh
...


(1409614428508)"
177	pop-songs	In The Night	The Weeknd	20.0	21.0	2016-04-02	"All alone she was living
In a world without an end or beginning
Babygirl was living life for the feeling
But I don't mind, I don't mind
And all the wrongs she committed
She was numb and she was so co-dependent
She was young and all she had was the city
But I don't mind, I don't mind

And I know that she's capable of anything, it's riveting
But when you wake up she's always gone, gone, gone

In the night she hears him calling
In the night she's dancing to relieve the pain
She'll never walk away (I don't think you understand)
...


(1409614428508)"
178	pop-songs	Something New	Zendaya Featuring Chris Brown	6.0	32.0	2016-04-02	"I wanna try something, all night
I wanna try something, all night

Don't know your name, but I guess I really don't care
I probably should wait, but I wanna let you go there
I wanna try something new, all night
I wanna try something new, all night
I wanna try something

By the way you looking tonight
Only one thing comes to my mind
When the lights come on at 2
I'll still be moving with you
Boy you're looking at nobody
Just my body

Don't know your name, but I guess I really don't care
I probably should wait, but I wanna let you go there
I wanna try something new, all night
I wanna try something new, all night
I wanna try something

Ah-ah-ah-ah
...


(1409614428508)"
179	pop-songs	Stand By You	Rachel Platten	16.0	37.0	2016-04-02	"Hands
Put your empty hands in mine
And scars
Show me all the scars you hide
And hey, if your wings are broken
Please take mine so yours can open too
Cause I'm gonna stand by you

Oh, tears make kaleidoscopes in your eyes
And hurt, I know you're hurting, but so am I
And love, if your wings are broken
Borrow mine so yours can open too

Cause I'm gonna stand by you

Even if we're breaking down,
we can find a way to break through
Even if we can't find heaven,
I'll walk through hell with you

Love, you're not alone, cause
I'm gonna stand by you
Even if we can't find heaven,
I'm gonna stand by you
Even if we can't find heaven,
I'll walk through hell with you
...


(1409614428508)"
180	pop-songs	Stole The Show	Kygo Featuring Parson James	5.0	40.0	2016-04-02	"Darling, darling, oh, turn the lights back on now
Watching, watching, as the credits all roll down
Crying, crying, you know we're playing to a full house, house

No heroes, villains, one to blame
While wilted roses fill the stage
And the thrill, the thrill is gone
Our debut was a masterpiece
But in the end for you and me
Oh, the show, it can't go on

We used to have it all, but now's our curtain call
So hold for the applause, oh
And wave out to the crowd, and take our final bow
...


(1409614428508)"
181	pop-songs	When We Were Young	Adele	14.0	37.0	2016-03-26	"Everybody loves the things you do
From the way you talk
To the way you move
Everybody here is watching you
Cause you feel like home
You're like a dream come true
But if by chance you're here alone
Can I have a moment
Before I go?

Cause I've been by myself all night long
Hoping you're someone
I used to know
You look like a movie
You sound like a song
My God, this reminds me
Of when we were young

Let me photograph you in this light
In case it is the last time
That we might be exactly like we were
Before we realized
We were sad of getting old
It made us restless
It was just like a movie
It was just like a song
...


(1409614428508)"
182	pop-songs	History	One Direction	5.0	34.0	2016-03-19	"You've gotta help me, I'm losing my mind,
Keep getting the feel you want to leave this all behind,
Thought we were going strong,
I thought we were holding on
Are we?

No they don't teach you this in school
Now my hearts breaking and I don't know what to do
Thought we were going strong
Thought we were holding on
Are we?

You and me got a whole lot of history
We could be the greatest team that the world has ever seen
You and me got a whole lot of history
So don't let it go, we can make some more, we can live forever

...


(1409614428508)"
183	pop-songs	Adventure Of A Lifetime	Coldplay	4.0	37.0	2016-03-19	"Turn your magic on
Umi she'd say
Everything you want's a dream away
And we are legends every day
That's what she told me

Turn your magic on,
To me she'd say
Everything you want's a dream away
Under this pressure under this weight
We are diamonds

Now I feel my heart beating
I feel my heart underneath my skin
And I feel my heart beating
Oh you make me feel
Like I'm alive again
Alive again
...


(1409614428508)"
184	pop-songs	Ocean Drive	Duke Dumont	1.0	40.0	2016-03-19	"Tell sara that paraziiit loves her
We're riding through the dark night, night
With half a tank and empty heart
Pretending we're in love, but it's never enough, nah
As the sirens fill the lonely air
Oh, how did we get here now now now babe
We see a storm is closing in
Pretending we ain't scared

Don't say a word while we dance with the devil
You brought a fire to a world so cold
We're out of time on the highway to never
Hold on (hold on), hold on (hold on)
Don't say a word while we dance with the devil
You brought a fire to a world so cold
...


(1409614428508)"
185	pop-songs	Hello	Adele	20.0	18.0	2016-03-12	"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya
But I ain't done much healing

Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet

There's such a difference between us
And a million miles

Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
...


(1409614428508)"
186	pop-songs	NO	Meghan Trainor	1.0	28.0	2016-03-12	"I think it's so cute and I think it's so sweet!
How you let your friends encourage you to try and talk to me
But let me stop you there
Oh, before you speak...

Nah to the ah to the, no, no, no!

My name is no
My sign is no
My number is no
You need to let it go
You need to let it go
Need to let it go
Nah to the ah to the, no, no, no!
My name is no
My sign is no
My number is no
You need to let it go
You need to let it go
Need to let it go
Nah to the ah to the, no, no, no!

First you gonna say you ain't runnin' game, thinkin' I'm believing every word
Call me beautiful, so original, telling me I'm not like other girls
I was in my zone before you came along, now I'm thinking maybe you should go
Blah, blah, blah, blah
I be like nah to the I, to the I, to the no, no, no!

All my ladies listen up
If that boy ain't giving up
Lick your lips and swing your hips
Girl all you gotta say is...

My name is no
My sign is no
My number is no
You need to let it go
You need to let it go
Need to let it go
Nah to the ah to the, no, no, no!
My name is no
...


(1409614428508)"
